pk,nombre,descripcion_entidad,horario,equipamiento,transporte,descripcion,accesibilidad,content_url,nombre_via,clase_vial,tipo_num,num,planta,puerta,escaleras,orientacion,localidad,provincia,codigo_postal,cod_barrio,barrio,cod_distrito,distrito,coordenada_x,coordenada_y,latitud,longitud,telefono,fax,email,tipo,parent_equipamiento_municipal_id,servicio,actividad_regular,punto_observ_id
11966,Centro de Servicios Sociales Guindalera,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro:  Diego de Leon (líneas 4, 5 y 6)  Bus: 1, 43, 48 y 74",Ámbito de actuación   Barrio Recoletos Barrio Goya Barrio Fuente del Berro Barrio Guindalera Barrio Lista Barrio Castellana,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f69a66051361c010VgnVCM1000000b205a0aRCRD,PILAR DE ZARAGOZA,CALLE,V,28.0,,,,,MADRID,MADRID,28028,4.0,GUINDALERA,4.0,SALAMANCA,443247.0,4476088.0,40.43349910050292,-3.6691167784691694,917 130 701,,cssguindalera@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,11768.0,healthprograms,,1587
5886896,Centro de Servicios Sociales Huerta de Villaverde,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.  Acceso al centro por calle Arroyo Bueno, 53.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Bus: 22, 76, 79, 86, 131  Renfe: Puente Alcocer  El Centro esta ubicado en el mismo edificio de la Junta Municipal de Villaverde, y su entrada se encuentra en la fachada trasera.",Ámbito de actuación   Barrio Ángeles. Barrio Villaverde Alto - Casco histórico de Villaverde.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ecc8ef4e77ac210VgnVCM1000000b205a0aRCRD,"Huerta de Villaverde, 16 (entrada por c/ Arroyo Bueno, 53)",Calle,V,,,,,,MADRID,MADRID,28021,1.0,VILLAVERDE ALTO C.H.,17.0,VILLAVERDE,439766.0,4466637.0,40.348114880237965,-3.70927278139768,915 888 900,,csshuertavillaverde@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1030
7667734,Centro de Servicios Sociales Infante Don Juan,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro:  Moncloa (líneas 6 y 3)  Bus: 1, 44, 46, 82, 83, 132, 133, G, A",Ámbito de actuación   Barrio Casa de Campo Barrio Arg&amp;uuml;elles Barrio Valdemarín Barrio El Plantio Barrio Aravaca,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fc5a816a34e8410VgnVCM2000000c205a0aRCRD,MORET,PASEO,V,3.0,,,,,MADRID,MADRID,28008,2.0,ARGUELLES,9.0,MONCLOA-ARAVACA,438711.0,4476120.0,40.433465487818346,-3.72259533193486,915 886 913,,cssinfante@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,87027.0,healthprograms,,1163
11970,Centro de Servicios Sociales José Villarreal,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: Legazpi (lineas 3 y 6)  Bus: 8, 16, 18, 19, 45, 47, 59, 62, 76, 78, 85, 86, 148, 247.",Ámbito de actuación   Barrio Imperial Barrio Acacias Barrio Chopera Barrio Legazpi Barrio Delicias Barrio Palos de Moguer Barrio Atocha,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=746966051361c010VgnVCM1000000b205a0aRCRD,GUILLERMO DE OSMA,CALLE,V,14.0,,,,,MADRID,MADRID,28045,3.0,CHOPERA,2.0,ARGANZUELA,440953.0,4471932.0,40.39401854488283,-3.697052144961612,915 177 224,,cssjvillarreal@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,4576033.0,healthprograms,,1130
4821180,Centro de Servicios Sociales Loyola de Palacio,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre  derechos y recursos sociales . Tramitación y gestión de  servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacitados, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: San Fermín-Orcasur (línea 3)  Bus: 18, 22, 23, 59, 78, 79, 85, 86, 123 y 130",Ámbito de actuación   Barrio de San Fermín Barrio de Orcasur,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4bea27cd8978110VgnVCM1000000b205a0aRCRD,DE LA SILVINA,CALLE,V,10.0,2ª,,,,MADRID,MADRID,28041,3.0,SAN FERMIN,12.0,USERA,441276.0,4468645.0,40.36631185725801,-3.691666686635267,915 006 846,,cssloyolap@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1157
11955,Centro de Servicios Sociales Luis Vives,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: Simancas (línea 7)  Bus: 4, 38, 48, 70 y 109",Ámbito de actuación   Barrio Ventas. Pueblo Nuevo.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dba66051361c010VgnVCM1000000b205a0aRCRD,HERMANOS GARCIA NOBLEJAS,CALLE,V,160.0,,,,,MADRID,MADRID,28037,2.0,PUEBLO NUEVO,15.0,CIUDAD LINEAL,446677.0,4475004.0,40.42396009441367,-3.628582587731535,914402360,,cssluisvives@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,20241.0,healthprograms,,1601
5211604,Centro de Servicios Sociales Luz Casanova,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010  o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales de los Centros de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro:  San Blas (línea 7), Simancas (línea 7)   Bus:  4, 38, 48, 153",Ámbito de actuación   Barrio de Hellín Barrio de Amposta Barrio de Arcos Barrio de Las Rosas (parcial),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2b7e6ad5aade110VgnVCM1000000b205a0aRCRD,POBLADURA DEL VALLE,CALLE,V,13.0,,,,,MADRID,MADRID,28037,3.0,AMPOSTA,20.0,SAN BLAS-CANILLEJAS,447439.0,4475240.0,40.42612627597509,-3.619625829457665,917 609 840 Esta línea sólo será atendida en horario de mañana,,cssluzcasanova@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1121
174917,Centro de Servicios Sociales Maravillas,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención delos profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: Tribunal (líneas 1 y 10)  Bus: 40, 149 y M2",Ámbito de actuación   Barrio Universidad Barrio Justicia Barrio Cortes Barrio Sol,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06fd14c4d661c010VgnVCM1000000b205a0aRCRD,SAN JOAQUIN,CALLE,V,10.0,,,,,MADRID,MADRID,28004,5.0,UNIVERSIDAD,1.0,CENTRO,440495.0,4475124.0,40.42461360444157,-3.7014702220707294,915 888 818,,cssmaravillas@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1387
11925904,Centro de Servicios Sociales María de Echarri y Martínez,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa. Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:   Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.",Metro Valdecarros (línea 1) Bus 142,Ámbito de actuación:  Barrio Ensanche de Vallecas (compartido con el Centro de Servicios Sociales Villa de Vallecas). Barrio Casco Histórico de Vallecas (compartido con el Centro de Servicios Sociales Villa de Vallecas). Incluye sector VI de la Cañada Real Galiana.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c59af2d7aa36810VgnVCM1000001d4a900aRCRD,ENSANCHE DE VALLECAS,AVENIDA,V,91.0,,,,esquina C/ Fernando Chueca Goitia,MADRID,MADRID,28051,3.0,ENSANCHE DE VALLECAS,18.0,VILLA DE VALLECAS,449652.0,4467979.0,40.360861274721344,-3.592956345188513,91 3016730,,cssmariaecharri@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1261
55076,Centro de Servicios Sociales María Zayas,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010  o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: Estrecho (línea 1)  Bus: 3,64,66,124,126 y 128",Ámbito de actuación   Barrio de Bellas Vistas Barrio de Cuatro Caminos Barrio de Berruguete Barrio Castillejos (parcial),"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a56b3e42751c010VgnVCM2000000c205a0aRCRD,SAN ENRIQUE,CALLE,V,16.0,,,,,MADRID,MADRID,28020,2.0,CUATRO CAMINOS,6.0,TETUAN,440617.0,4478609.0,40.45602555422927,-3.700348648706036,914 492 140 / 914 492 141,,cssmariazayas@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1429
11963,Centro de Servicios Sociales Marta Esquivias Tallada,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales de los Centros de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro:  Quevedo (línea 2), Moncloa (líneas 3 y 6) y Arg&amp;uuml;elles (líneas 3, 4 y 6)  Bus: 2, 16, 61",Ámbito de actuación   Barrio Gaztambide Barrio Arapiles Barrio Trafalgar Barrio Almagro Barrio Rios Rosas Barrio Vallehermoso,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a4a66051361c010VgnVCM1000000b205a0aRCRD,PONTEVEDRA,CALLE,V,1.0,,,,,MADRID,MADRID,28015,2.0,ARAPILES,7.0,CHAMBERI,439739.0,4476233.0,40.43455855726328,-3.7104868511329454,915 499 900 / 915 499 934,,csschamberi@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1198
11972,Centro de Servicios Sociales Pablo Neruda,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010  o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: Miguel Hernández (línea 1)  Bus: 10, 57, 144 y 310",Ámbito de actuación   Barrio  Palomeras Sureste Barrio Portazgo (parcial),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e90b66051361c010VgnVCM1000000b205a0aRCRD,GERARDO DIEGO,CALLE,NUM,8.0,,,,,MADRID,MADRID,28018,4.0,PALOMERAS SURESTE,13.0,PUENTE DE VALLECAS,445300.0,4470710.0,40.385179370371446,-3.6444628142076514,913 806 840 Cita previa: este teléfono estará operativo de 9 a 14 horas.,,csspabloneruda@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,11771.0,healthprograms,,1060
165907,Centro de Servicios Sociales Plaza Elíptica,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010  o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales de los Centros de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: Plaza Elíptica (líneas 6 y 11)   Bus:  47, 55, 60, 81, 116, 155, 247 y E1",Actividades   Orientadas a la integración social      Ámbito de actuación   Barrio Comillas Barrio Opañel Barrio Abrantes (parcial).,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19369475d381c010VgnVCM1000000b205a0aRCRD,ANTONIO DE LEYVA,CALLE,V,86.0,,,,,MADRID,MADRID,28019,2.0,OPAÑEL,11.0,CARABANCHEL,439113.0,4470871.0,40.38620955999856,-3.717365633719129,915 655 661,,cssplazaeliptica@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1091
11965,Centro de Servicios Sociales Puerta de Toledo,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de los profesionales del Centro de Servicios Sociales, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro: Puerta Toledo (línea 5)  Bus: 3, 17 , 18 , 23 , 35, 41, 60, 148, C1 y C2.",Ámbito de actuación:   Barrio Embajadores Barrio Palacio,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=303b66051361c010VgnVCM1000000b205a0aRCRD,PALOMA,CALLE,V,39.0,,,,,MADRID,MADRID,28005,1.0,PALACIO,1.0,CENTRO,439623.0,4473248.0,40.40765084302009,-3.711582703514813,915 885 067,,cssptoledo@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales,,healthprograms,,1257
